CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
36.642.275/0001-76;2024-02-01;1;2024-03-15;RBR DESENV IV FII;2020-11-19;INVESTIDOR QUALIFICADO;;1893874;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.275/0001-76;2024-03-01;1;2024-04-15;RBR DESENV IV FII;2020-11-19;INVESTIDOR QUALIFICADO;;1927071;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.293/0001-58;2024-01-01;1;2024-02-15;AF INVEST CRI FII;2021-03-03;INVESTIDORES EM GERAL;BRAFHICTF005;3646118;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.293/0001-58;2024-02-01;1;2024-03-15;AF INVEST CRI FII;2021-03-03;INVESTIDORES EM GERAL;BRAFHICTF005;3996951;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.293/0001-58;2024-03-01;1;2024-04-15;AF INVEST CRI FII;2021-03-03;INVESTIDORES EM GERAL;BRAFHICTF005;3996951;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.311/0001-00;2024-01-01;1;2024-02-15;BTGP RE PRIME FII;2020-10-28;INVESTIDOR PROFISSIONAL;;1531612.18;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.311/0001-00;2024-02-01;1;2024-03-15;BTGP RE PRIME FII;2020-10-28;INVESTIDOR PROFISSIONAL;;1531612;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.311/0001-00;2024-03-01;1;2024-04-15;BTGP RE PRIME FII;2020-10-28;INVESTIDOR PROFISSIONAL;;1531612;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.356/0001-76;2024-01-01;1;2024-02-15;REC FOF FII;2021-02-18;INVESTIDORES EM GERAL;;218313;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;N;N;N;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.356/0001-76;2024-02-01;1;2024-03-15;REC FOF FII;2021-02-18;INVESTIDORES EM GERAL;;218313;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;N;N;N;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.356/0001-76;2024-03-01;1;2024-04-15;REC FOF FII;2021-02-18;INVESTIDORES EM GERAL;;218313;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;N;N;N;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.655.973/0001-06;2024-01-01;1;2024-02-15;MAUÁ CAP REAL ESTATE;2021-06-14;INVESTIDOR QUALIFICADO;BRMCHYCTF004;35897710;N;N;;Títulos e Val. Mob.;;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.655.973/0001-06;2024-02-01;1;2024-03-15;MAUÁ CAP REAL ESTATE;2021-06-14;INVESTIDOR QUALIFICADO;BRMCHYCTF004;47493830;N;N;;Títulos e Val. Mob.;;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.655.973/0001-06;2024-03-01;2;2024-04-18;MAUÁ CAP REAL ESTATE;2021-06-14;INVESTIDOR QUALIFICADO;BRMCHYCTF004;111598921;N;N;;Títulos e Val. Mob.;;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.669.535/0001-05;2024-01-01;1;2024-02-15;VENUS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-20;INVESTIDORES EM GERAL;BRSALICTF000;79565;N;N;Renda;Outros;Passiva;Indeterminado;;30/06;S;N;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
36.669.535/0001-05;2024-02-01;1;2024-03-15;VENUS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-20;INVESTIDORES EM GERAL;BRSALICTF000;79565;N;N;Renda;Outros;Passiva;Indeterminado;;30/06;S;N;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
36.669.535/0001-05;2024-03-01;1;2024-04-17;VENUS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-20;INVESTIDORES EM GERAL;BRSALICTF000;79565;N;N;Renda;Outros;Passiva;Indeterminado;;30/06;S;N;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
36.669.660/0001-07;2024-01-01;1;2024-02-15;KILIMA FUNDO DE INVEST EM COTAS DE FUNDOS IMOB SUNO 30;2020-10-08;INVESTIDORES EM GERAL;BRKISUCTF000;44196050;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;juridico.fii@apexgroup.com
36.669.660/0001-07;2024-02-01;1;2024-03-14;KILIMA FUNDO DE INVEST EM COTAS DE FUNDOS IMOB SUNO 30;2020-10-08;INVESTIDORES EM GERAL;BRKISUCTF000;44196050;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
36.669.660/0001-07;2024-03-01;1;2024-04-11;KILIMA FUNDO DE INVEST EM COTAS DE FUNDOS IMOB SUNO 30;2020-10-08;INVESTIDORES EM GERAL;BRKISUCTF000;44196050;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
36.673.421/0001-20;2024-01-01;1;2024-02-15;FII MEZANINO ESTRUTURADO;2021-12-29;INVESTIDOR QUALIFICADO;;69727;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
36.673.421/0001-20;2024-02-01;1;2024-03-15;FII MEZANINO ESTRUTURADO;2021-12-29;INVESTIDOR QUALIFICADO;;69727;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
36.673.421/0001-20;2024-03-01;1;2024-04-17;FII MEZANINO ESTRUTURADO;2021-12-29;INVESTIDOR QUALIFICADO;;69727;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
36.731.458/0001-68;2024-01-01;1;2024-02-15;KRONOS FUNDO DE INVESTIMENTO IMOBILIARIO;2020-05-27;INVESTIDOR PROFISSIONAL;0000000;37730.85716635;S;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS SA;16695922000109;AV PRES JUSCELINO KUBITSCHEK;1726;19 ANDAR;VILA NOVA CONCEICAO;SÃO PAULO;SP;04543000;11 4637 6633;;;www.idsf.com.br;administracao@idsf.com.br
36.731.458/0001-68;2024-02-01;1;2024-03-15;KRONOS FUNDO DE INVESTIMENTO IMOBILIARIO;2020-05-27;INVESTIDOR PROFISSIONAL;0000000;37730.85716635;S;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS SA;16695922000109;AV PRES JUSCELINO KUBITSCHEK;1726;19 ANDAR;VILA NOVA CONCEICAO;SÃO PAULO;SP;04543000;11 4637 6633;;;www.idsf.com.br;administracao@idsf.com.br
36.731.458/0001-68;2024-03-01;1;2024-04-17;KRONOS FUNDO DE INVESTIMENTO IMOBILIARIO;2020-05-27;INVESTIDOR PROFISSIONAL;0000000;37730.85716635;S;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS SA;16695922000109;AV PRES JUSCELINO KUBITSCHEK;1726;19 ANDAR;VILA NOVA CONCEICAO;SÃO PAULO;SP;04543000;11 4637 6633;;;www.idsf.com.br;administracao@idsf.com.br
36.741.215/0001-00;2024-01-01;1;2024-02-16;STRUAN - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-10;INVESTIDORES EM GERAL;0;30593829.0449363;N;N;Títulos e Valores Mobiliários;Outros;Passiva;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
36.741.215/0001-00;2024-02-01;1;2024-03-15;STRUAN - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-10;INVESTIDORES EM GERAL;0;30593829.0449363;N;N;Títulos e Valores Mobiliários;Outros;Passiva;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
36.741.215/0001-00;2024-03-01;1;2024-04-17;STRUAN - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-10;INVESTIDORES EM GERAL;0;30593829.0449363;N;N;Títulos e Valores Mobiliários;Outros;Passiva;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
36.771.692/0001-19;2024-01-01;1;2024-02-15;VALORA HEDGE;2021-02-26;INVESTIDORES EM GERAL;BRVGHFCTF005;164721683;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 3138-0921;;;https://www.daycoval.com.br/institucional/mercado-de-capitais;middlesmc@bancodaycoval.com.br
36.771.692/0001-19;2024-02-01;1;2024-03-15;VALORA HEDGE;2021-02-26;INVESTIDORES EM GERAL;BRVGHFCTF005;164721683;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 3138-0921;;;https://www.daycoval.com.br/institucional/mercado-de-capitais;middlesmc@bancodaycoval.com.br
36.771.692/0001-19;2024-03-01;1;2024-04-16;VALORA HEDGE;2021-02-26;INVESTIDORES EM GERAL;BRVGHFCTF005;164721683;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 3138-0921;;;https://www.daycoval.com.br/institucional/mercado-de-capitais;middlesmc@bancodaycoval.com.br
36.814.809/0001-02;2024-01-01;1;2024-02-14;R CAP 1810 FUNDO DE FUNDOS - FUNDO DE INVEST IMOBILIÁRIO;2021-06-30;INVESTIDORES EM GERAL;BRXBXOCTF001;3042600;N;N;Renda;Outros;Ativa;Indeterminado;;30/06;S;N;N;S;N;MONETAR DTVM;12063256000127;Rua Joaquim Floriano, nº 100, 18º andar, Itaim Bibi, SP, CEP 4534000;100;18;itaim bibi;são paulo;SP;4534000;(011) 3165-6000;;;www.terrainvestimentos.com.br;admfundos@terrainvestimentos.com.br
36.814.809/0001-02;2024-02-01;1;2024-03-15;R CAP 1810 FUNDO DE FUNDOS - FUNDO DE INVEST IMOBILIÁRIO;2021-06-30;INVESTIDORES EM GERAL;BRXBXOCTF001;3042600;N;N;Renda;Outros;Ativa;Indeterminado;;30/06;S;N;N;S;N;MONETAR DTVM;12063256000127;Rua Joaquim Floriano, nº 100, 18º andar, Itaim Bibi, SP, CEP 4534000;100;18;itaim bibi;são paulo;SP;4534000;(011) 3165-6000;;;www.terrainvestimentos.com.br;admfundos@terrainvestimentos.com.br
36.814.809/0001-02;2024-03-01;1;2024-04-15;R CAP 1810 FUNDO DE FUNDOS - FUNDO DE INVEST IMOBILIÁRIO;2021-06-30;INVESTIDORES EM GERAL;BRXBXOCTF001;3042600;N;N;Renda;Outros;Ativa;Indeterminado;;30/06;S;N;N;S;N;MONETAR DTVM;12063256000127;Rua Joaquim Floriano, nº 100, 18º andar, Itaim Bibi, SP, CEP 4534000;100;18;itaim bibi;são paulo;SP;4534000;(011) 3165-6000;;;www.terrainvestimentos.com.br;admfundos@terrainvestimentos.com.br
36.814.809/0001-02;2024-04-01;1;2024-05-03;R CAP 1810 FUNDO DE FUNDOS - FUNDO DE INVEST IMOBILIÁRIO;2021-06-30;INVESTIDORES EM GERAL;BRXBXOCTF001;3042600;N;N;Renda;Outros;Ativa;Indeterminado;;30/06;S;N;N;S;N;MONETAR DTVM;12063256000127;Rua Joaquim Floriano, nº 100, 18º andar, Itaim Bibi, SP, CEP 4534000;100;18;itaim bibi;são paulo;SP;4534000;(011) 3165-6000;;;www.terrainvestimentos.com.br;admfundos@terrainvestimentos.com.br
36.846.817/0001-22;2024-01-01;1;2024-02-09;FII APOLLO 11;2023-09-28;INVESTIDOR QUALIFICADO;;1000;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av. Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 31380921;;;//www.daycoval.com.br/institucional/mercado-de-capitais;middlesmc@bancodaycoval.com.br
36.846.817/0001-22;2024-02-01;1;2024-03-08;FII APOLLO 11;2023-09-28;INVESTIDOR QUALIFICADO;;1000;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av. Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 31380921;;;//www.daycoval.com.br/institucional/mercado-de-capitais;middlesmc@bancodaycoval.com.br
36.846.817/0001-22;2024-03-01;1;2024-04-09;FII APOLLO 11;2023-09-28;INVESTIDOR QUALIFICADO;;1000;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av. Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 31380921;;;//www.daycoval.com.br/institucional/mercado-de-capitais;middlesmc@bancodaycoval.com.br
36.885.948/0001-19;2024-01-01;1;2024-02-16;RADOMA 16 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-12-04;INVESTIDOR PROFISSIONAL;0;32459.489752;N;N;Híbrido;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
36.885.948/0001-19;2024-02-01;1;2024-03-15;RADOMA 16 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-12-04;INVESTIDOR PROFISSIONAL;0;33173.873975;N;N;Híbrido;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
36.885.948/0001-19;2024-03-01;1;2024-04-17;RADOMA 16 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-12-04;INVESTIDOR PROFISSIONAL;0;33248.410892;N;N;Híbrido;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
36.885.989/0001-05;2024-01-01;1;2024-02-16;ABEL 33 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-12-04;INVESTIDOR PROFISSIONAL;0;45708.126781;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
36.885.989/0001-05;2024-02-01;1;2024-03-15;ABEL 33 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-12-04;INVESTIDOR PROFISSIONAL;0;49430.953794;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
36.885.989/0001-05;2024-03-01;1;2024-04-17;ABEL 33 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-12-04;INVESTIDOR PROFISSIONAL;0;49838.413987;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
36.930.464/0001-44;2024-01-01;1;2024-02-06;BTSP II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2021-06-01;INVESTIDORES EM GERAL;BRBTSICTF001;2535423;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;18945670000146;Avenida Barbacena;1219;21 Andar;Santo Agostinho;Belo Horizonte;MG;30190131;31 3614-5332;;;https://inter.co/inter-dtvm/;ri.fii@interdtvm.com.br
36.930.464/0001-44;2024-02-01;1;2024-03-14;BTSP II FUNDO DE INVESTIMENTO IMOBILIARI;2021-06-01;INVESTIDORES EM GERAL;BRBTSICTF001;2715142;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;INTER DTVM LTDA.;18945670000146;Avenida Barbacena;1219;21 andar;Santo Agostinho;Belo Horizonte;MG;30190-131;(31) 3614-5332;(31) 3614-5321;;https://www.bancointer.com.br/inter-dtvm/;admfundos@interdtvm.com.br
36.930.464/0001-44;2024-03-01;2;2024-04-29;BTSP II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2021-06-01;INVESTIDORES EM GERAL;BRBTSICTF001;2937367;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;18945670000146;Avenida Barbacena;1219;21 Andar;Santo Agostinho;Belo Horizonte;MG;30190131;31 3614-5332;;;https://inter.co/inter-dtvm/;ri.fii@interdtvm.com.br
36.930.464/0001-44;2024-04-01;1;2024-05-03;BTSP II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2021-06-01;INVESTIDORES EM GERAL;BRBTSICTF001;2937367;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;18945670000146;Avenida Barbacena;1219;21 Andar;Santo Agostinho;Belo Horizonte;MG;30190131;31 3614-5332;;;https://inter.co/inter-dtvm/;ri.fii@interdtvm.com.br
36.969.658/0001-53;2024-01-01;1;2024-02-16;ENERGY RESORT FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-10;INVESTIDORES EM GERAL;0;755269.09272108;N;N;Títulos e Valores Mobiliários;Outros;Passiva;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
36.969.658/0001-53;2024-02-01;1;2024-03-15;ENERGY RESORT FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-10;INVESTIDORES EM GERAL;0;755269.09272108;N;N;Títulos e Valores Mobiliários;Outros;Passiva;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
36.969.658/0001-53;2024-03-01;1;2024-04-17;ENERGY RESORT FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-10;INVESTIDORES EM GERAL;0;755269.09272108;N;N;Títulos e Valores Mobiliários;Outros;Passiva;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
37.037.297/0001-70;2024-01-01;1;2024-02-15;GALAPAGOS RECEBIVEIS DO AGRONEGOCIO - FIAGRO - IMOBILIARIO;2021-08-20;INVESTIDORES EM GERAL;BRGCRACTF005;1750865;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;15 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452-919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
